,Energy (kcal/mol)
2y76,159.46201
2y77,152.02301
2y7i,-187.873
2y7k,12.80318
2y7p,12.80319
2y7w,12.80318
2y7x,25.10352
2y7z,11.16315
2y80,13.55221
2y81,15.30713
2y82,23.18516
2y8c,13.33579
2y8i,35.7389
2y8l,34.80457
2y8o,82.79867
2y8q,31.82266
2y9g,171.11411
2y9q,-83.40165
2ya6,95.51342
2ya7,-137.19871
2ya8,-46.53468
2yac,99.43359
2yak,
2yay,-246.32407
2yaz,-137.73037
2yb0,-59.45963
2yb9,134.66561
2ybk,122.16726
2ybp,110.33158
2ybs,109.27996
2ybt,-245.60798
2ybu,-190.80146
2yc0,110.49059
2yc3,44.32522
2yc5,77.03646
2ycf,-71.00342
2ych,99.08618
2ycm,149.87486
2ycq,55.01336
2ycr,-44.96895
2ycs,-64.19663
2yde,109.36635
2ydf,41.46498
2ydi,-54.25151
2ydj,-53.8576
2ydk,-41.56295
2ydm,
2ydo,78.89956
2ydt,171.37898
2ydv,64.26
2ydw,9.99559
2ye9,26.9734
2yek,68.06366
2yel,11.44753
2yem,11.25024
2yer,24.10696
2yex,52.61098
2yfa,107.25919
2yfe,73.35907
2yfx,24.02103
2yg2,234.57392
2yga,103.76998
2yge,81.64378
2ygf,85.07991
2ygu,-3.50453
2yhd,13.55577
2yhw,49.81471
2yhy,49.67066
2yi0,60.17524
2yi5,92.70412
2yi7,57.8908
2yig,98.06659
2yim,-20.35124
2yiq,-90.24415
2yir,-76.3661
2yis,78.75434
2yit,-82.67931
2yiu,103.84899
2yiv,5.49325
2yiw,32.96456
2yix,-67.31033
2yj2,75.1941
2yj8,76.36922
2yj9,103.06082
2yjb,103.76265
2yjc,75.02836
2yjq,281.89794
2yjw,37.17045
2yjx,60.16641
2yk1,23.32079
2yk9,67.95724
2ykb,12.65151
2ykc,32.23944
2yke,91.91839
2yki,41.84224
2ykj,-22.83069
2ylc,-73.19022
2yln,-7.0417
2ylo,60.54365
2ylp,57.30945
2ylq,29.69173
2ym3,143.22391
2ym4,209.38177
2ym5,77.6995
2ym6,62.3622
2ym7,-16.31745
2ym8,101.25407
2ymd,7.92885
2yme,43.37023
2ymt,49.60252
2ynd,20.01139
2yne,48.40021
2ynn,177.00655
2ynr,-148.66253
2yns,-70.62032
2yof,-68.44374
2yog,-79.62461
2yoh,-88.81232
2yoj,52.63636
2yol,-19.69155
2ypi,107.63765
2ypo,11.75671
2ypp,5.28896
2yq6,-137.36463
2ywp,43.08381
2yxj,180.25381
2yz3,25.86728
2z1w,53.73607
2z3h,-262.1932
2z3z,
2z4b,34.76773
2z4o,-14.00862
2z4r,58.61898
2z4w,345.82471
2z4y,436.60278
2z4z,311.75468
2z50,436.95379
2z52,434.29582
2z5o,133.41407
2z5s,75.05624
2z5t,34.63082
2z60,91.36696
2z6w,244.90894
2z78,330.90771
2z7g,21.94538
2z7h,192.36669
2z7i,311.81482
2z7r,168.54114
2z8e,51.3211
2z92,225.08943
2z94,25.15884
2z97,
2z9g,16.22698
2za0,56.64109
2za3,-81.43084
2za5,51.38876
2zas,54.94442
2zaz,78.97485
2zb0,84.13431
2zb1,60.80521
2zbk,66.4764
2zc9,67.483
2zcq,214.94119
2zcr,213.82443
2zcs,209.41995
2zda,84.60847
2zdk,-2.50151
2zdl,35.85324
2zdm,29.96103
2zdn,1.06678
2zdt,107.96573
2zdx,45.29635
2zdz,-119.95083
2ze1,-164.7068
2zfp,40.7716
2zfs,66.3172
2zft,63.56858
2zg1,140.85399
2zg3,108.5105
2zga,-5.27503
2zgm,169.5291
2zgx,58.98512
2zhd,77.61377
2zif,74.34456
2zir,222.24512
2zis,126.52667
2zit,-13.34028
2zjf,-26.89968
2zju,-180.64967
2zjv,-239.45968
2zjw,68.47016
2zkj,5.46404
2zlf,170.60684
2zlg,249.2123
2zm1,42.84998
2zm3,23.26362
2zmd,71.07807
2zmj,144.49247
2zmm,114.38029
2zn7,204.09908
2zns,-45.62313
2znt,29.82211
2znu,90.86384
2zo3,121.39393
2zof,50.36194
2zoq,57.42483
2zp0,-30.246
2zpk,97.63539
2zq0,293.13672
2zq1,56.36373
2zq2,85.70777
2zsc,-30.10472
2zu3,-28.16579
2zu4,-41.62874
2zu5,16.55861
2zv2,85.57074
2zv9,16.46108
2zva,42.07833
2zvj,50.4391
2zwz,188.10508
2zx5,95.70254
2zx6,112.31486
2zx7,81.42597
2zx8,108.54388
2zx9,150.78504
2zxa,80.86959
2zxb,116.447
2zxd,87.09753
2zxg,36.50428
2zy1,16.96434
2zyb,136.11324
2zym,549.2406
2zyn,657.71104
2zz1,-99.24089
2zz2,-124.70649
2zz6,-77.62652
2zzu,-54.19683
3a1c,205.40075
3a1d,24.3273
3a1e,205.54579
3a1s,-226.33532
3a1t,-228.15159
3a29,-6.79013
3a2c,82.68785
3a2o,86.33144
3a3y,176.96508
3a4o,169.57092
3a4p,35.17415
3a5y,0.15451
3a6t,-222.09906
3a73,55.05819
3a9i,-6.04262
3aaq,388.89339
3aas,-116.16819
3aau,-251.80283
3aav,237.60617
3abt,-45.67741
3abu,30.69609
3acl,78.27657
3acw,123.1246
3acx,58.9106
3ad7,52.38713
3ad8,-4.59473
3ads,134.65499
3adt,37.45176
3adu,60.66485
3adv,16.51527
3afk,164.75971
3ag9,-213.36828
3agl,-259.27793
3agm,-543.67474
3ah8,215.09219
3ahn,83.54426
3aho,102.69686
3ai8,62.88008
3aid,144.78724
3aig,92.99354
3aje,-0.74994
3al3,292.00098
3alt,181.95551
3ama,-66.6985
3amb,-28.25077
3amv,125.66207
3anq,44.82442
3anr,28.22747
3ans,56.0222
3ant,-41.55017
3ao1,6.19324
3ao2,45.55719
3ao4,44.43613
3ao5,-27.41409
3aox,166.3018
3ap4,173.78834
3ap7,310.7814
3apc,-31.16025
3aqa,-13.76821
3aqt,-3.93651
3ara,-79.67387
3arb,143.89038
3ard,124.41642
3are,124.68148
3arf,163.48447
3arg,172.37788
3arn,-126.57568
3arp,109.551
3arq,89.20502
3arr,-116.92353
3art,91.50489
3aru,-117.17102
3arv,84.8621
3arw,113.20729
3arx,-118.30224
3ary,22.48597
3arz,12.39526
3as0,86.63333
3as1,111.15637
3as2,-116.38864
3as3,6.69774
3ask,-44.0407
3asl,-189.22318
3asx,29.23622
3at1,-18.21618
3at3,182.66336
3at4,180.62103
3ati,14.29833
3atk,12.1606
3atl,-4.2518
3atm,26.00901
3atp,6.37872
3atu,51.98985
3atv,49.00935
3atw,88.42445
3au6,-219.30685
3av9,-49.03356
3ava,-65.68199
3avb,-43.73406
3avf,-73.25803
3avg,-67.00973
3avh,-285.43693
3avi,-55.67297
3avj,-67.43739
3avk,-23.92565
3avl,-46.15927
3avm,-261.08251
3avn,-51.59672
3avz,78.49187
3aw0,94.50559
3ax5,-61.96107
3axk,-11.12589
3axm,114.62619
3axz,82.59255
3ay0,86.26532
3ay9,51.6509
3aya,140.43104
3ayc,468.71801
3ayd,217.89602
3az8,91.88177
3az9,65.36108
3aza,87.21752
3azb,83.66071
3b0w,158.93614
3b1m,78.32037
3b1t,-7.71333
3b1u,-4.9883
3b24,-177.07172
3b25,-4.87014
3b26,-47.51327
3b27,-160.18988
3b28,-142.08995
3b2q,110.02999
3b2t,-20.64792
3b2w,93.16552
3b3c,-73.70227
3b3s,-3.29895
3b3w,-1.21381
3b3x,0.73759
3b4f,27.57258
3b4p,39.09735
3b50,148.46232
3b5j,77.29301
3b5r,83.59277
3b65,92.17546
3b66,113.64311
3b67,104.44223
3b68,66.29412
3b78,-5.49952
3b7i,-73.78827
3b7j,25.57078
3b7r,40.78261
3b7u,63.19732
3b82,-9.07527
3b8h,-4.47569
3b8q,104.66034
3b8r,96.28014
3b8z,81.04579
3b92,50.53017
3b95,144.7759
3b9g,4.09372
3b9s,11.55051
3bar,-77.89348
3bb1,-376.20669
3bbb,-261.77015
3bbf,-251.00493
3bbt,45.49869
3bc3,-18.60216
3bc4,54.10307
3bc5,138.63047
3bcn,-201.6756
3bcs,10.17167
3be2,69.69113
3be9,25.40895
3bea,46.77615
3bel,54.16614
3bet,-23.85738
3bex,10.07112
3bf1,48.46539
3bft,-22.62375
3bfu,-23.91251
3bg8,-209.68422
3bgb,-32.11271
3bgc,-37.94404
3bgl,67.48331
3bgm,-328.19405
3bgp,-39.57448
3bgq,39.71737
3bgs,-67.64219
3bgz,68.6088
3bh3,0.42207
3bh8,-280.78379
3bh9,-350.93853
3bhb,-130.54447
3bho,-291.3888
3bhx,288.30085
3bi0,104.28862
3bi1,344.48875
3bi6,44.02176
3bim,190.68189
3biz,70.25164
3bjc,-133.64059
3bjm,101.66028
3bki,101.86484
3bkk,83.122
3bkl,80.28035
3bl0,-89.77884
3bl1,-1.87203
3bl2,-150.4817
3bl7,-76.64474
3bl9,-74.76829
3bla,-71.9556
3blr,80.04889
3bls,
3blt,23.87298
3blu,42.49429
3bm6,
3bm8,18.98823
3bm9,32.95587
3bmn,-283.15388
3bmo,-139.84356
3bmq,-137.40176
3bmy,149.03384
3bpc,385.33596
3bpr,-31.77869
3bqc,33.5233
3bqn,117.07243
3br9,-32.48822
3bra,21.62972
3brn,17.4949
3bsc,-26.92464
3bt9,45.49179
3btc,97.70596
3bti,75.96135
3btj,46.77277
3btl,96.925
3btr,76.09342
3bu1,19.52819
3bu6,335.13868
3bu8,-247.31377
3buf,23.81391
3bug,25.69571
3buh,32.19085
3bum,86.29929
3bun,-126.98959
3buo,-175.67311
3buw,103.47229
3bux,-379.38174
3bv2,-27.36002
3bv3,26.02085
3bv9,32.61715
3bva,-128.77804
3bvb,-19.06943
3bwf,
3bwj,-250.07872
3bwk,39.33239
3bx5,-26.82967
3bxe,-40.87008
3bxf,98.15735
3bxg,14.44455
3bxh,37.3467
3bxs,76.99889
3bxz,38.68574
3bym,-12.47798
3byo,127.77059
3bys,132.91179
3byu,144.41157
3bz3,-170.30989
3bze,-1.94909
3bzf,-35.61617
3bzi,42.99367
3c0z,21.39105
3c10,81.84232
3c14,193.71619
3c1k,42.57351
3c1n,-0.95827
3c1x,-53.85749
3c2f,175.10154
3c2o,166.77675
3c2r,124.54663
3c2u,207.02003
3c39,114.46173
3c3o,73.09347
3c3q,201.30405
3c3r,-75.00249
3c43,106.59305
3c45,99.89236
3c49,122.06204
3c4c,5.46496
3c4e,24.88172
3c4f,53.32801
3c4h,-50.61203
3c52,-29.43484
3c56,37.31788
3c5u,25.09115
3c6t,-14.74354
3c6u,67.71906
3c6w,-2.6371
3c72,86.86498
3c79,-31.02173
3c7n,46.76225
3c7p,-74.60832
3c7q,286.48085
3c84,-33.12786
3c88,-197.55934
3c89,-199.99574
3c8a,-194.88025
3c8b,-197.9444
3c8e,29.14372
3c94,4.53188
3c9e,-189.06314
3caj,3.72645
3cbp,67.90189
3cbs,40.09963
3ccb,25.04739
3ccc,42.51003
3ccn,73.37115
3cct,61.20326
3ccw,40.67549
3ccz,68.80434
3cd0,29.02251
3cd5,52.51813
3cd7,45.18287
3cd8,100.30997
3cda,-23.94481
3cdb,29.71443
3cde,-98.71318
3ce0,65.56687
3ce3,69.2327
3cen,30.20501
3cf1,64.97777
3cf8,44.31641
3cf9,20.67126
3cfn,79.01705
3cfs,-139.92291
3cft,65.13956
3cfv,-481.45136
3cgf,-50.42489
3cgo,-55.46034
3cgy,73.67858
3ch9,-291.96059
3chc,-290.62324
3chd,-235.65304
3che,-195.94838
3chf,-186.9231
3chg,50.60794
3cho,62.14279
3chp,-12.91394
3chq,8.0937
3chr,7.62044
3chs,26.12253
3cib,88.27646
3cic,144.3381
3cid,35.47948
3cii,2.50162
3cj2,34.3832
3cj3,60.98466
3cj4,7.07865
3cj5,35.40714
3cjf,-9.90678
3cjo,49.69836
3ck7,542.16372
3ck8,648.04304
3ckb,265.62258
3cke,16.32369
3ckp,48.65343
3ckr,71.50857
3ckt,-1.90555
3ckz,-142.14232
3cl0,-45.75312
3cl2,-42.85523
3clp,-41.43079
3cm2,144.197
3cm7,82.52449
3cn0,35.98425
3co9,-192.90861
3coh,35.96524
3coj,39.43358
3cow,-56.73798
3coy,-46.30597
3coz,-51.5221
3cp9,13.76986
3cpb,-1.17691
3cpc,16.69033
3cph,-227.89843
3cpj,-220.644
3cqu,24.30562
3cqw,27.82726
3cr4,43.71946
3cr5,78.4959
3cs7,169.12748
3cs8,332.76087
3csl,
3cso,118.61231
3cst,
3cth,-73.79844
3ctj,-12.88436
3ctq,71.64208
3ctr,-468.01482
3ctt,152.04016
3cvk,-54.11927
3cwe,310.94928
3cwj,49.0378
3cwk,38.99531
3cx9,-148.75938
3cy2,27.65983
3cyu,337.42384
3cyw,-20.6371
3cyx,136.36322
3cyy,-332.26922
3cyz,11.94587
3cz1,-35.69923
3czv,-63.60812
3d04,37.19998
3d0b,115.84855
3d0e,68.26713
3d14,-54.33555
3d1e,55.74298
3d1f,269.91349
3d1g,47.59226
3d1v,-47.137
3d1x,132.49042
3d1y,131.96223
3d1z,-20.91239
3d20,-19.40371
3d25,192.39234
3d27,23.64613
3d28,27.47945
3d2e,114.98023
3d2r,5.28999
3d2t,27.06546
3d32,71.37394
3d3p,67.46234
3d3x,29.21589
3d45,-282.80914
3d4f,336.59444
3d4l,49.17476
3d4q,210.33219
3d4y,79.73752
3d4z,70.64339
3d50,43.46178
3d51,93.47805
3d52,118.86297
3d5m,-45.98496
3d62,-14.66144
3d67,-163.2735
3d6o,-2.0171
3d6p,61.01865
3d6q,0.76262
3d78,-37.75096
3d7b,-5.15649
3d7d,176.59621
3d7f,172.65893
3d7g,156.75369
3d7h,149.26703
3d7k,185.58335
3d7m,-220.48588
3d7z,94.80651
3d83,70.1072
3d8w,-93.46012
3d8y,-38.38462
3d8z,-37.74342
3d91,59.87052
3d94,218.00737
3d9k,36.75186
3d9l,15.73351
3d9m,-0.48485
3d9n,50.7871
3d9o,226.106
3d9p,25.69027
3d9v,40.62026
3d9z,3.58749
3da6,-8.63846
3da9,91.08423
3dab,83.3242
3daj,21.84039
3daz,-78.8431
3db6,-115.81511
3db8,25.67099
3dba,-232.66902
3dbd,51.70548
3dbs,89.95551
3dbu,-93.08422
3dc2,184.2958
3dc3,-64.13782
3dcc,3.29209
3dcq,115.59244
3dcr,-182.23569
3dcs,-78.80623
3dct,89.94471
3dcv,-11.54955
3dcw,2.73397
3dd0,2.88211
3dd8,-54.48604
3dda,-17.9128
3ddb,-53.53534
3ddf,102.62451
3ddg,105.21005
3ddp,6.47858
3ddq,-21.57118
3ddu,136.69473
3deh,20.45104
3dei,64.95355
3dej,55.0408
3dek,11.15021
3dg8,-277.43682
3dga,-237.44023
3dgl,52.65736
3dgn,39.8208
3dgo,117.07683
3dgq,115.22096
3dhk,104.02608
3di6,99.81284
3diw,192.72464
3djf,-233.49621
3djk,-5.41667
3djo,-125.04794
3djp,-111.88087
3djq,-64.42493
3djv,-101.70118
3djx,-238.26136
3dk1,55.99364
3dkf,84.27731
3dkg,84.62188
3dkj,172.19551
3dla,85.58643
3dln,-45.63256
3dm6,109.93749
3dnd,-12.21586
3dne,40.44868
3dng,-24.68883
3dnj,52.77535
3dnt,123.92459
3dog,17.30853
3dow,13.21419
3doy,110.3031
3doz,101.85458
3dp0,120.19495
3dp1,114.55518
3dp2,111.84255
3dp3,130.08667
3dp4,-26.29535
3dp9,-44.14582
3dpc,31.38233
3dpd,57.02642
3dpe,126.06248
3dpf,118.02746
3dpk,1.9825
3dpo,61.71094
3drf,119.39727
3drg,85.50793
3dri,119.28432
3drp,14.28967
3drr,14.39983
3drs,251.75224
3ds0,242.92176
3ds1,99.60479
3ds3,211.30107
3ds4,224.15868
3ds6,114.57483
3ds9,120.97616
3dst,42.95859
3dsu,29.33337
3dsz,332.88219
3dt1,63.17824
3dtc,126.09256
3du8,-99.25602
3dux,49.13183
3duy,-3.37582
3dv1,-0.55715
3dv5,59.2398
3dvp,-36.23533
3dwb,12.65875
3dx0,92.78151
3dx1,60.2159
3dx2,64.75529
3dx3,104.59985
3dx4,101.95285
3dxg,-90.62598
3dxh,-79.0461
3dxj,-4.80753
3dxk,11.50906
3dxm,40.3937
3dy6,10.06931
3dya,86.97697
3dyo,103.03722
3dz2,153.10426
3dz4,60.777
3dz5,214.20272
3dz6,182.87189
3dzt,29.71442
3e01,109.10984
3e0p,116.90687
3e0q,-184.95874
3e12,137.69815
3e16,88.43683
3e1r,190.03902
3e2m,103.89462
3e37,-5.57222
3e3b,182.27766
3e3c,-49.98415
3e3u,37.2917
3e4a,-117.07567
3e51,-146.09652
3e5a,50.67805
3e5u,53.03304
3e62,43.9751
3e63,70.02846
3e64,28.43507
3e6k,
3e6v,
3e6y,279.46226
3e73,-53.05416
3e7a,-102.46754
3e7b,106.2985
3e7o,69.13895
3e81,142.27168
3e85,-25.48473
3e8n,79.11647
3e8r,87.87981
3e8u,-126.3038
3e90,-39.08744
3e92,69.72514
3e93,121.89741
3e9b,
3e9h,6.99449
3e9i,48.39901
3eax,198.69547
3eb1,141.88434
3ebb,26.10537
3ebh,55.48306
3ebi,2.80566
3ebl,70.98079
3ebo,33.34381
3ebp,79.26045
3ecn,-120.78074
3ed0,33.52458
3ee2,-13.8652
3eeb,2501.38794
3efj,98.02798
3efk,-51.40899
3efr,-22.60917
3efs,110.64418
3eft,2.97184
3efw,-58.2996
3eg6,-115.42176
3egk,29.30125
3egt,341.23283
3ehn,150.06287
3eht,-70.3545
3ehw,-213.9732
3ehx,51.26938
3ehy,20.92117
3eid,20.50541
3eig,111.46329
3eio,37.49181
3ej1,-74.71332
3ej5,-272.35287
3ejp,140.65104
3ejq,142.59792
3ejr,158.10635
3ejs,151.88087
3ejt,143.72561
3eju,161.24454
3eka,66.4911
3ekn,76.37436
3eko,58.87025
3ekp,-6.74986
3ekq,138.05108
3ekr,43.23729
3eks,83.86395
3ekt,-18.86311
3ekv,-9.5872
3ekw,110.45469
3ekx,100.00325
3eky,112.81088
3el0,110.4144
3el1,111.90722
3el4,132.76064
3el5,115.85548
3el7,7.42999
3el8,-14.6703
3el9,112.28953
3elc,13.1015
3elj,3.94605
3elm,-19.47035
3emg,-32.4653
3emh,-184.90586
3eml,-12.83354
3ens,59.95057
3eoc,-1.17907
3eor,24.31885
3eos,-184.16041
3eou,-151.44546
3eov,268.78697
3eq7,9.3516
3eq8,109.7273
3eq9,17.00353
3eqb,82.53865
3eql,9.14079
3eqr,93.16941
3eqs,69.20702
3eqy,155.60353
3er3,22.72044
3er5,226.45718
3erd,28.55826
3erk,-85.46562
3ern,-101.93598
3ert,93.53055
3ery,167.30618
3esj,-137.36948
3ess,2.73767
3et7,-118.90537
3eta,48.90761
3eu5,11.18813
3eu7,139.10288
3evc,-218.49576
3evd,-168.84439
3evf,-233.7606
3ew2,-29.78187
3ewc,120.45832
3ewh,3.47471
3ewj,84.96212
3ewu,-74.95129
3ewz,-72.93179
3ex2,-124.05843
3ex3,-77.68922
3ex6,-77.76432
3exe,-40.15805
3exf,-168.14821
3exh,-168.92315
3exo,-51.51192
3eyd,
3eyf,189.88955
3eyg,17.51955
3eyh,48.78263
3eyl,133.80503
3eys,-129.01909
3eyu,-238.28015
3ezr,159.78394
3ezv,163.01139
3f07,87.50609
3f0r,81.45739
3f15,74.36119
3f16,31.15649
3f17,26.0985
3f18,53.83119
3f19,11.54753
3f1a,8.9368
3f2a,45.45182
3f33,26.63679
3f34,15.7938
3f35,14.85276
3f36,14.67683
3f37,13.65182
3f38,13.65149
3f39,5.71322
3f3a,4.70877
3f3c,10.47145
3f3d,-2.56967
3f3e,-4.52573
3f3t,49.22269
3f3u,23.11119
3f3v,31.54825
3f3w,28.68203
3f48,-9.01349
3f5j,389.66457
3f5k,478.33473
3f5l,194.08464
3f5p,129.22664
3f66,193.38798
3f68,36.48192
3f69,152.58198
3f6e,-130.59524
3f6g,0.65267
3f6h,0.48939
3f70,-2.88667
3f78,22.25011
3f7b,-31.90432
3f7g,111.51284
3f7h,150.12395
3f7i,112.47797
3f7u,-45.71674
3f7z,53.82083
3f80,-1.53682
3f81,-36.59366
3f82,59.03332
3f88,88.15291
3f8c,132.46797
3f8e,28.21635
3f8f,118.84924
3f8s,161.87983
3f8w,-0.39263
3f9n,20.78888
3f9w,-186.4731
3f9y,-68.35862
3fa3,266.47695
3faa,59.78595
3fal,163.37435
3fas,-44.19732
3fat,-26.84518
3fbr,105.58632
3fc1,73.92463
3fc2,228.62904
3fc8,23.57739
3fcb,18.69673
3fcf,-12.78063
3fci,-72.37593
3fck,-105.58162
3fcl,-80.48862
3fcq,44.14067
3fdm,-222.81453
3fdn,25.14638
3fdt,13.05144
3fe7,205.30891
3fea,201.076
3fed,109.04911
3fee,-83.04196
3feg,-19.348
3fei,142.78026
3fej,143.35819
3ff3,-14.98769
3ff6,85.32277
3ffg,166.00551
3ffp,-70.34879
3ffu,-298.56381
3fgc,-29.48402
3fh5,70.72554
3fh7,9.53656
3fh8,73.80889
3fhb,23.54782
3fhe,-23.90618
3fhr,61.78399
3fi2,101.47347
3fi3,153.1021
3fj7,112.96277
3fjg,106.64161
3fjz,41.5285
3fk1,42.91803
3fkt,-9.57492
3fkv,
3fl5,43.10735
3fl8,61.06778
3fl9,-71.22653
3fmq,89.93794
3fmr,47.08078
3fmz,11.90564
3fn0,45.07939
3fnm,10.04076
3fnu,173.71302
3fpd,14.06341
3fpm,140.07188
3fq7,52.74053
3fqa,23.54238
3fqe,-78.92324
3fqh,52.56171
3fqk,6.93988
3fql,12.13957
3fqs,-6.65675
3fr2,95.64179
3fr4,107.29391
3fr5,73.78405
3frg,76.94136
3frz,97.73419
3fsj,-346.45149
3fsm,-126.37579
3ft2,86.48636
3ft3,209.60564
3ft4,-69.70376
3ft5,-82.81967
3ft8,-3.97494
3ftq,-378.90572
3fts,4.99095
3ftu,13.85591
3ftv,29.68881
3ftw,29.66393
3fty,25.88486
3ftz,51.05933
3fu0,54.52236
3fu3,-26.67655
3fu5,2.25779
3fu6,21.69961
3fuc,-154.23755
3fud,24.95386
3fue,10.90299
3fuf,9.61695
3fuh,4.03625
3fui,56.16909
3fuj,28.61951
3fuk,-30.2128
3ful,96.68936
3fum,81.08896
3fun,108.15094
3fup,17.35758
3fur,24.61984
3fuz,-45.71202
3fv1,30.21206
3fv2,92.43811
3fv3,32.16452
3fv7,-139.10856
3fv8,139.65347
3fvg,47.35323
3fvh,-34.375
3fvk,62.67119
3fvl,25.495
3fvn,63.89028
3fw3,-40.69833
3fw4,4.67407
3fwv,187.24413
3fx6,-3.41309
3fxb,32.96164
3fxv,106.19683
3fxw,43.02362
3fxz,
3fy0,
3fyj,85.18444
3fyk,60.85706
3fyz,-1.14316
3fz1,51.39156
3fzc,-11.15908
3fzn,184.06327
3fzr,-110.9289
3fzs,191.26378
3fzt,17.52786
3fzy,2501.64914
3g08,135.05538
3g0b,-49.04048
3g0c,-33.63866
3g0d,-94.38686
3g0e,3.35216
3g0f,3.32553
3g0g,-27.39557
3g0i,-21.37864
3g0w,22.38368
3g15,264.09685
3g19,48.09499
3g1d,-78.18425
3g1m,27.42238
3g1v,-51.98838
3g2h,143.76225
3g2i,131.57694
3g2j,82.70228
3g2k,163.90137
3g2l,175.2815
3g2n,87.91293
3g2s,188.27586
3g2t,20.79079
3g2u,287.12979
3g2v,692.67871
3g2w,256.94203
3g2y,24.95889
3g2z,8.03846
3g30,-7.20102
3g31,25.58293
3g32,-0.02708
3g34,-23.98885
3g35,38.86599
3g3d,-51.71876
3g3m,-51.47987
3g3n,23.36875
3g3r,86.60947
3g42,52.251
3g45,124.16328
3g4f,24.47237
3g4g,20.92385
3g4i,20.83063
3g4k,38.87992
3g4l,112.23507
3g58,124.49727
3g5d,59.17467
3g5k,35.11608
3g5v,-241.75779
3g5y,-214.08504
3g6g,132.11961
3g6h,11.76454
3g6m,-121.25393
3g6z,275.77052
3g70,263.74923
3g72,268.93335
3g76,83.60839
3g7l,-20.27812
3g86,8.6215
3g8e,99.27206
3g8i,138.72866
3g8o,133.81897
3g90,66.59592
3g9e,148.61288
3g9l,103.04111
3g9n,103.4817
3ga5,133.68043
3gb2,64.17213
3gba,29.97939
3gbb,44.22543
3gbe,102.86911
3gbq,-265.90305
3gc4,-76.86852
3gc5,-139.34711
3gc7,44.27899
3gcp,57.53848
3gcq,29.72844
3gcs,-1.43229
3gcu,19.57007
3gcv,30.73253
3gds,105.48031
3gdt,3.13158
3ge7,-179.87878
3gen,23.42927
3gep,-55.26782
3gf2,12.80321
3gfe,42.46022
3gfw,72.07252
3ggc,0.15393
3ggj,-230.98492
3ggu,-19.01601
3ggv,132.90328
3ggw,-171.05064
3ghe,-53.53471
3gi4,59.24337
3gi5,50.65093
3gi6,69.01235
3gjd,-4.48668
3gjq,82.432
3gjs,43.97346
3gjt,86.34099
3gjw,2.32733
3gk1,3.44628
3gk2,157.92992
3gk4,104.93381
3gkz,37.55864
3gl6,-95.31408
3gm0,40.8485
3gn7,14.82947
3gnv,101.99667
3gnw,150.2112
3gol,65.09691
3gp0,37.93701
3gpe,405.96322
3gpj,-23.81528
3gpo,-23.1214
3gqo,-23.34775
3gqz,11.23119
3gr2,17.53679
3grj,-3.07484
3gs6,83.67025
3gs7,54.36317
3gsg,37.2988
3gsm,50.57195
3gss,170.17137
3gst,112.06711
3gt9,102.55454
3gta,104.69528
3gtc,15.08904
3gur,120.76359
3gus,51.58151
3guz,65.01539
3gv6,-84.66419
3gv9,-5.70126
3gvb,-5.02299
3gvu,188.75325
3gw5,-6.80974
3gws,53.29521
3gwt,120.17512
3gwu,61.49489
3gwv,81.79648
3gww,76.20283
3gwx,43.38218
3gx0,-14.05945
3gxl,73.13137
3gxt,103.5059
3gxy,291.01964
3gxz,964.70023
3gy2,15.44735
3gy3,30.61786
3gy4,-14.49168
3gy7,-4.24612
3gyn,-139.06615
3gz9,184.13846
3gzn,-127.68224
3h03,-87.85493
3h06,-153.80906
3h0a,170.90048
3h0b,79.82022
3h0e,54.10269
3h0j,96.73549
3h0q,86.06642
3h0s,57.31919
3h0v,87.92394
3h0w,88.0381
3h0y,-18.29745
3h0z,56.57095
3h1x,148.87793
3h1z,45.33904
3h21,-214.09013
3h22,-233.06981
3h23,-58.96288
3h26,-212.02978
3h2a,-148.6635
3h2c,-7.00259
3h2f,-147.45499
3h2m,-32.26606
3h2n,-31.75205
3h2o,-53.36779
3h30,104.2192
3h3c,-96.54511
3h52,-243.39678
3h59,-1.43787
3h5b,4.81607
3h5s,-19.52263
3h5u,-53.7469
3h6z,-159.06138
3h78,32.28697
3h85,196.74733
3h89,-64.63654
3h8b,-84.26332
3h8c,-49.26257
3h91,47.20351
3h98,-123.51201
3h9f,-1.89261
3h9k,-94.97184
3h9o,78.03618
3ha6,-149.27632
3hab,76.71707
3hac,81.39528
3hau,-121.44059
3hav,44.79231
3haw,-119.80351
3hb4,76.61537
3hb8,-120.46198
3hbo,-123.4102
3hc8,186.13922
3hcm,50.2931
3hd3,53.2465
3hdk,-122.05867
3hdm,88.12326
3hdn,113.8195
3hdz,22.0894
3hec,85.8365
3heg,-1.71997
3hek,73.62067
3hf6,-171.26006
3hf8,-16.40027
3hfb,104.3287
3hfj,36.47374
3hfv,1.74591
3hfz,1.90814
3hg1,103.70075
3hha,33.95053
3hhk,-0.95742
3hhm,128.77167
3hhu,6.17203
3hig,15.8504
3hii,39.29343
3hik,131.27213
3hio,-767.49131
3hit,-558.0435
3hiv,-710.18726
3hiw,-686.65545
3hj0,47.63098
3hjo,112.05596
3hk1,-1.86401
3hkn,115.08232
3hkq,70.27909
3hkt,176.38202
3hku,-72.67112
3hkw,105.2634
3hky,105.16157
3hl5,84.98511
3hl7,41.93166
3hl8,45.81609
3hll,86.24026
3hlo,-120.36377
3hmm,60.17723
3hmo,179.76142
3hmp,-15.53352
